City,MiLB Team(s),AAA,AA,A,State,City Population Estimate,Metropolitan Area,Metropolitan Population Estimate,Median Household Income (City),NFL Team(s),MLB Team(s),NBA Team(s),NHL Team(s),NFL Count,MLB Count,NBA Count,NHL Count,MLS Count,MLS team(s),total_Pro_league
Saint Paul,0,0.0,0.0,0.0,Minnesota,300840.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3690512.0,60205.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Nashua,0,0.0,0.0,0.0,New Hampshire,87975.0,"Boston-Cambridge-Newton, MA-NH",4875390.0,76247.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Temple,0,0.0,0.0,0.0,Texas,72297.0,"Killeen-Temple, TX",475367.0,55357.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Napa,0,0.0,0.0,0.0,California,80429.0,"Napa, CA",138019.0,87769.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Santa Ana,0,0.0,0.0,0.0,California,335423.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,65313.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Orange,0,0.0,0.0,0.0,California,140995.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,90551.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Huntington Beach,0,0.0,0.0,0.0,California,201927.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,95046.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Brentwood,0,0.0,0.0,0.0,New York,63792.0,"New York-Newark-Jersey City, NY-NJ-PA",19768458.0,74127.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
New Rochelle,0,0.0,0.0,0.0,New York,79838.0,"New York-Newark-Jersey City, NY-NJ-PA",19768458.0,81311.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Beaumont,0,0.0,0.0,0.0,Texas,118110.0,"Beaumont-Port Arthur, TX",397565.0,52497.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Canton,0,0.0,0.0,0.0,Ohio,71895.0,"Canton-Massillon, OH",396025.0,47882.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Santa Monica,0,0.0,0.0,0.0,California,93219.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,96570.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bloomington,0,0.0,0.0,0.0,Indiana,83815.0,"Bloomington, IN",170943.0,38225.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Indio,0,0.0,0.0,0.0,California,87526.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,56648.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Cleveland,0,0.0,0.0,0.0,Ohio,388059.0,"Cleveland-Elyria, OH",2043493.0,31838.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Houston,0,0.0,0.0,0.0,Texas,2298628.0,"Houston-The Woodlands-Sugar Land, TX",7122240.0,52338.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,Houston Dynamo,1.0
Rock Hill,0,0.0,0.0,0.0,South Carolina,71567.0,"Charlotte-Concord-Gastonia, NC-SC",2728933.0,50444.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Newark,0,0.0,0.0,0.0,New Jersey,281913.0,"New York-Newark-Jersey City, NY-NJ-PA",19768458.0,37642.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Ames,0,0.0,0.0,0.0,Iowa,65052.0,"Ames, IA",126195.0,49158.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Santa Clara,0,0.0,0.0,0.0,California,126216.0,"San Jose-Sunnyvale-Santa Clara, CA",1990660.0,126006.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
New Orleans,0,0.0,0.0,0.0,Louisiana,389617.0,"New Orleans-Metairie, LA",1270530.0,41604.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Warwick,0,0.0,0.0,0.0,Rhode Island,81698.0,"Providence-Warwick, RI-MA",1624578.0,65358.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Spring Hill,0,0.0,0.0,0.0,Florida,103197.0,"Tampa-St. Petersburg-Clearwater, FL",3194831.0,45468.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oceanside,0,0.0,0.0,0.0,California,175714.0,"San Diego-Chula Vista-Carlsbad, CA",3338330.0,72697.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Tallahassee,0,0.0,0.0,0.0,Florida,189894.0,"Tallahassee, FL",387227.0,45734.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Paradise,0,0.0,0.0,0.0,Nevada,236946.0,"Las Vegas-Henderson-Paradise, NV",2227053.0,44676.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lynwood,0,0.0,0.0,0.0,California,72005.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,67350.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Camarillo,0,0.0,0.0,0.0,California,67623.0,"Oxnard-Thousand Oaks-Ventura, CA",846006.0,105141.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lake Forest,0,0.0,0.0,0.0,California,82497.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,117684.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Naperville,0,0.0,0.0,0.0,Illinois,147159.0,"Chicago-Naperville-Elgin, IL-IN-WI",9524968.0,125358.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Boise,0,0.0,0.0,0.0,Idaho,218280.0,"Boise City, ID",764718.0,68373.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Metairie,0,0.0,0.0,0.0,Louisiana,146458.0,"New Orleans-Metairie, LA",1270530.0,60404.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lawrence,0,0.0,0.0,0.0,Kansas,93916.0,"Lawrence, KS",125943.0,56436.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
O'Fallon,0,0.0,0.0,0.0,Missouri,85032.0,"St. Louis, MO-IL",2833853.0,94519.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Hampton,0,0.0,0.0,0.0,Virginia,136454.0,"Virginia Beach-Norfolk-Newport News, VA-NC",1768901.0,60683.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Mesa,0,0.0,0.0,0.0,Arizona,471833.0,"Phoenix-Mesa-Chandler, AZ",5132546.0,68665.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bryan,0,0.0,0.0,0.0,Texas,82106.0,"Bryan-College Station, TX",273101.0,52435.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Garland,0,0.0,0.0,0.0,Texas,236836.0,"Dallas-Fort Worth-Arlington, TX",7865293.0,72020.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Flint,0,0.0,0.0,0.0,Michigan,98297.0,"Flint, MI",404472.0,28834.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Waterbury,0,0.0,0.0,0.0,Connecticut,108807.0,"Waterbury, CT",111875.0,41136.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Eagan,0,0.0,0.0,0.0,Minnesota,66288.0,"Minneapolis-St. Paul-Bloomington, MN-WI",3690512.0,90515.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Fort Smith,0,0.0,0.0,0.0,Arkansas,88195.0,"Fort Smith, AR-OK",298592.0,46889.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Carmichael,0,0.0,0.0,0.0,California,63215.0,"Sacramento-Roseville-Folsom, CA",2391173.0,68400.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Daly City,0,0.0,0.0,0.0,California,106574.0,"San Francisco-Oakland-Berkeley, CA",4749008.0,91412.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Murrieta,0,0.0,0.0,0.0,California,109816.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,86495.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Quincy,0,0.0,0.0,0.0,Massachusetts,93629.0,"Boston-Cambridge-Newton, MA-NH",4875390.0,74701.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Boulder,0,0.0,0.0,0.0,Colorado,107342.0,"Boulder, CO",328973.0,71432.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Evanston,0,0.0,0.0,0.0,Illinois,75523.0,"Chicago-Naperville-Elgin, IL-IN-WI",9524968.0,75645.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Dothan,0,0.0,0.0,0.0,Alabama,67536.0,"Dothan, AL",151039.0,56590.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Antioch,0,0.0,0.0,0.0,California,110542.0,"San Francisco-Oakland-Berkeley, CA",4749008.0,64411.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Victorville,0,0.0,0.0,0.0,California,122236.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,58812.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Billings,0,0.0,0.0,0.0,Montana,110270.0,"Billings, MT",180385.0,63939.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Sandy Springs,0,0.0,0.0,0.0,Georgia,105347.0,"Atlanta-Sandy Springs-Alpharetta, GA",6432649.0,103957.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Iowa City,0,0.0,0.0,0.0,Iowa,74227.0,"Iowa City, IA",171933.0,59876.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Largo,0,0.0,0.0,0.0,Florida,81007.0,"Tampa-St. Petersburg-Clearwater, FL",3342963.0,56266.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Shreveport,0,0.0,0.0,0.0,Louisiana,196994.0,"Shreveport-Bossier City, LA",383295.0,48486.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Kalamazoo,0,0.0,0.0,0.0,Michigan,76040.0,"Kalamazoo-Portage, MI",265066.0,41774.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Sandy,0,0.0,0.0,0.0,Utah,93612.0,"Salt Lake City, UT",1257936.0,97000.0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,Real Salt Lake,1.0
Hoover,0,0.0,0.0,0.0,Alabama,84839.0,"Birmingham-Hoover, AL",1090435.0,92146.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Fullerton,0,0.0,0.0,0.0,California,140849.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,85620.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Rapid City,0,0.0,0.0,0.0,South Dakota,73568.0,"Rapid City, SD",144558.0,56363.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Newport Beach,0,0.0,0.0,0.0,California,87131.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,133849.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Palm Coast,0,0.0,0.0,0.0,Florida,82121.0,"Deltona-Daytona Beach-Ormond Beach, FL",668365.0,51208.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Albany,0,0.0,0.0,0.0,Georgia,71109.0,"Albany, GA",153768.0,38427.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Jurupa Valley,0,0.0,0.0,0.0,California,100314.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,72946.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Providence,0,0.0,0.0,0.0,Rhode Island,179204.0,"Providence-Warwick, RI-MA",1624578.0,45610.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Decatur,0,0.0,0.0,0.0,Illinois,72856.0,"Decatur, IL",104009.0,45635.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Scranton,0,0.0,0.0,0.0,Pennsylvania,77112.0,"Scranton--Wilkes-Barre, PA",553885.0,41780.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Anaheim,0,0.0,0.0,0.0,California,350738.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,76154.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Sunnyvale,0,0.0,0.0,0.0,California,151760.0,"San Jose-Sunnyvale-Santa Clara, CA",1990660.0,150464.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Augusta-Richmond County consolidated government,0,0.0,0.0,0.0,Georgia,196579.0,"Augusta-Richmond County, GA-SC",611000.0,43200.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Milwaukee,0,0.0,0.0,0.0,Wisconsin,600154.0,"Milwaukee-Waukesha, WI",1574731.0,43125.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Conroe,0,0.0,0.0,0.0,Texas,68592.0,"Houston-The Woodlands-Sugar Land, TX",7122240.0,65016.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Savannah,0,0.0,0.0,0.0,Georgia,145684.0,"Savannah, GA",404798.0,41093.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
German,0,0.0,0.0,0.0,Maryland,84122.0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Costa Mesa,0,0.0,0.0,0.0,California,113186.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,89396.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
New Haven,0,0.0,0.0,0.0,Connecticut,130310.0,"New Haven-Milford, CT",857513.0,44507.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Westland,0,0.0,0.0,0.0,Michigan,81995.0,"Detroit-Warren-Dearborn, MI",4392041.0,50760.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Waldorf,0,0.0,0.0,0.0,Maryland,75512.0,"Washington-Arlington-Alexandria, DC-VA-MD-WV",6385162.0,84809.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Troy,0,0.0,0.0,0.0,Michigan,83276.0,"Detroit-Warren-Dearborn, MI",4392041.0,101882.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Kirkland,0,0.0,0.0,0.0,Washington,87267.0,"Seattle-Tacoma-Bellevue, WA",3950212.0,117190.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Santa Barbara,0,0.0,0.0,0.0,California,91852.0,"Santa Maria-Santa Barbara, CA",446499.0,82545.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Chino,0,0.0,0.0,0.0,California,85599.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,81711.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Tucson,0,0.0,0.0,0.0,Arizona,531674.0,"Tucson, AZ",1063162.0,52049.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Joliet,0,0.0,0.0,0.0,Illinois,150025.0,"Chicago-Naperville-Elgin, IL-IN-WI",9524968.0,75420.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Moreno Valley,0,0.0,0.0,0.0,California,204181.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,65000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Elizabeth,0,0.0,0.0,0.0,New Jersey,129012.0,"New York-Newark-Jersey City, NY-NJ-PA",19768458.0,47407.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Wyoming,0,0.0,0.0,0.0,Michigan,75277.0,"Grand Rapids-Kentwood, MI",1081372.0,58000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Norman,0,0.0,0.0,0.0,Oklahoma,120297.0,"Oklahoma City, OK",1425375.0,60420.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Waterloo,0,0.0,0.0,0.0,Iowa,68457.0,"Waterloo-Cedar Falls, IA",168676.0,48731.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Oakland,0,0.0,0.0,0.0,California,419278.0,"San Francisco-Oakland-Berkeley, CA",4749008.0,82649.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Jonesboro,0,0.0,0.0,0.0,Arkansas,73906.0,"Jonesboro, AR",133860.0,47000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Mission,0,0.0,0.0,0.0,Texas,83307.0,"McAllen-Edinburg-Mission, TX",870781.0,47000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Bay,0,0.0,0.0,0.0,Texas,75485.0,"Houston-The Woodlands-Sugar Land, TX",7122240.0,70000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Apple Valley,0,0.0,0.0,0.0,California,72185.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,63000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Poinciana,0,0.0,0.0,0.0,Florida,73943.0,"Orlando-Kissimmee-Sanford, FL",2608147.0,50000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Davis,0,0.0,0.0,0.0,California,67656.0,"Sacramento-Roseville-Folsom, CA",2391173.0,70000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Saint Louis,0,0.0,0.0,0.0,Missouri,315685.0,"St. Louis, MO-IL",2833853.0,45782.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lehigh Acres,0,0.0,0.0,0.0,Florida,119480.0,"Cape Coral-Fort Myers, FL",787976.0,50000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Henderson,0,0.0,0.0,0.0,Nevada,285658.0,"Las Vegas-Henderson-Paradise, NV",2292476.0,74147.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Chula Vista,0,0.0,0.0,0.0,California,265754.0,"San Diego-Chula Vista-Carlsbad, CA",3338330.0,81272.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Omaha,0,0.0,0.0,0.0,Nebraska,443887.0,"Omaha-Council Bluffs, NE-IA",967604.0,60092.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Yakima,0,0.0,0.0,0.0,Washington,93700.0,"Yakima, WA",256728.0,45000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Wichita Falls,0,0.0,0.0,0.0,Texas,104709.0,"Wichita Falls, TX",151306.0,47000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Beaverton,0,0.0,0.0,0.0,Oregon,96577.0,"Portland-Vancouver-Hillsboro, OR-WA",2511612.0,65000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
El Cajon,0,0.0,0.0,0.0,California,103688.0,"San Diego-Chula Vista-Carlsbad, CA",3338330.0,55309.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Union City,0,0.0,0.0,0.0,New Jersey,69149.0,"New York-Newark-Jersey City, NY-NJ-PA",19768458.0,47000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Flagstaff,0,0.0,0.0,0.0,Arizona,70317.0,"Flagstaff, AZ",145101.0,58748.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Saint George,0,0.0,0.0,0.0,Utah,80207.0,"St. George, UT",180279.0,60000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Framingham,0,0.0,0.0,0.0,Massachusetts,71210.0,"Boston-Cambridge-Newton, MA-NH",4875390.0,96300.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Cape Coral,0,0.0,0.0,0.0,Florida,175230.0,"Cape Coral-Fort Myers, FL",787976.0,61599.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lee's Summit,0,0.0,0.0,0.0,Missouri,95068.0,"Kansas City, MO-KS",2192035.0,104169.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
McAllen,0,0.0,0.0,0.0,Texas,140253.0,"McAllen-Edinburg-Mission, TX",870781.0,45568.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Odessa,0,0.0,0.0,0.0,Texas,118980.0,"Odessa, TX",165993.0,63829.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Racine,0,0.0,0.0,0.0,Wisconsin,77737.0,"Racine, WI",195041.0,54210.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Carrollton,0,0.0,0.0,0.0,Texas,133146.0,"Dallas-Fort Worth-Arlington, TX",7865293.0,75757.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lafayette,0,0.0,0.0,0.0,Louisiana,127661.0,"Lafayette, LA",478384.0,52907.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Gresham,0,0.0,0.0,0.0,Oregon,110582.0,"Portland-Vancouver-Hillsboro, OR-WA",2511612.0,60000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Norwalk,0,0.0,0.0,0.0,Connecticut,88483.0,"Bridgeport-Stamford-Norwalk, CT",943332.0,85769.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Roswell,0,0.0,0.0,0.0,Georgia,94496.0,"Atlanta-Sandy Springs-Alpharetta, GA",6144050.0,99726.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Menifee,0,0.0,0.0,0.0,California,87163.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,76000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Yorba Linda,0,0.0,0.0,0.0,California,67966.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,123962.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Livermore,0,0.0,0.0,0.0,California,88117.0,"San Francisco-Oakland-Berkeley, CA",4749008.0,140000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Edmond,0,0.0,0.0,0.0,Oklahoma,90090.0,"Oklahoma City, OK",1425375.0,81473.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Saint Charles,0,0.0,0.0,0.0,Missouri,68801.0,"St. Louis, MO-IL",2833853.0,86978.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Hesperia,0,0.0,0.0,0.0,California,93286.0,"Riverside-San Bernardino-Ontario, CA",4650631.0,55000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Baltimore,0,0.0,0.0,0.0,Maryland,621849.0,"Baltimore-Columbia-Towson, MD",2844510.0,50379.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Whittier,0,0.0,0.0,0.0,California,87436.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,77639.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
College Station,0,0.0,0.0,0.0,Texas,107899.0,"College Station-Bryan, TX",273101.0,47270.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Layton,0,0.0,0.0,0.0,Utah,74142.0,"Ogden-Clearfield, UT",700000.0,75000.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Abilene,0,0.0,0.0,0.0,Texas,125876.0,"Abilene, TX",170219.0,50659.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Muncie,0,0.0,0.0,0.0,Indiana,69701.0,"Muncie, IN",114135.0,35859.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Roseville,0,0.0,0.0,0.0,California,130282.0,"Sacramento-Roseville-Folsom, CA",2391173.0,95519.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Medford,0,0.0,0.0,0.0,Oregon,79795.0,"Medford, OR",223259.0,50851.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Gilbert,0,0.0,0.0,0.0,Arizona,247523.0,"Phoenix-Mesa-Chandler, AZ",4948203.0,96857.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Spokane Valley,0,0.0,0.0,0.0,Washington,94908.0,"Spokane-Spokane Valley, WA",600292.0,74787.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Waco,0,0.0,0.0,0.0,Texas,132342.0,"Waco, TX",277005.0,41819.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Tempe,0,0.0,0.0,0.0,Arizona,175826.0,"Phoenix-Mesa-Chandler, AZ",4948203.0,64730.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Concord,0,0.0,0.0,0.0,North Carolina,87693.0,"Charlotte-Concord-Gastonia, NC-SC",2701046.0,61574.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
North Charleston,0,0.0,0.0,0.0,South Carolina,111864.0,"Charleston-North Charleston, SC",802122.0,55964.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Riverview,0,0.0,0.0,0.0,Florida,89746.0,"Tampa-St. Petersburg-Clearwater, FL",3175275.0,80851.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
San Clemente,0,0.0,0.0,0.0,California,65532.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,123409.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Plantation,0,0.0,0.0,0.0,Florida,92555.0,"Miami-Fort Lauderdale-Pompano Beach, FL",6166488.0,72500.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Olathe,0,0.0,0.0,0.0,Kansas,134316.0,"Kansas City, MO-KS",2192035.0,94292.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
San Mateo,0,0.0,0.0,0.0,California,103524.0,"San Francisco-Oakland-Berkeley, CA",4749008.0,128102.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Lubbock,0,0.0,0.0,0.0,Texas,249051.0,"Lubbock, TX",322257.0,52254.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Pearland,0,0.0,0.0,0.0,Texas,111665.0,"Houston-The Woodlands-Sugar Land, TX",7122240.0,104504.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Alhambra,0,0.0,0.0,0.0,California,85572.0,"Los Angeles-Long Beach-Anaheim, CA",13200998.0,63360.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Renton,0,0.0,0.0,0.0,Washington,100247.0,"Seattle-Tacoma-Bellevue, WA",4018598.0,81130.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
Grand Rapids,0,0.0,0.0,0.0,Michigan,195099.0,"Grand Rapids-Kentwood, MI",1081372.0,61537.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0
